society_name,price,BHK,City,sqft,furnished_status
,₹2.24 Cr ,4 BHK,Pune,1830,Unfurnished
,₹3.45 Cr ,4 BHK,Pune,2059,Unfurnished
Godrej Ivara,₹3.09 Cr ,4 BHK,Pune,1550,Unfurnished
Majestique Evolvus,₹2.42 Cr ,4 BHK,Pune,1684,Unfurnished
Majestique Evolvus,₹2.42 Cr ,4 BHK,Pune,1684,Unfurnished
Rachana Bella Casa Royale,₹1.53 Cr ,3 BHK,Pune,1166,Unfurnished
Nyati Emerald,₹1.75 Cr ,3 BHK,Pune,1213,Unfurnished
Lodha Massimo,₹7.84 Cr ,5 BHK,Pune,3673,Unfurnished
Suratwala Mark Plazzo,₹1.70 Cr ,,Pune,721,
Nyati Emerald,₹1.75 Cr ,3 BHK,Pune,1213,Unfurnished
Godrej Ivara,₹3.09 Cr ,4 BHK,Pune,1550,Unfurnished
Green Ladder Skyora,₹1.70 Cr ,3 BHK,Pune,1282,Unfurnished
Shree Venkatesh Midori Towers Phase II,₹1.53 Cr ,3 BHK,Pune,1159,Unfurnished
Kasturi The Balmoral Towers,₹6.66 Cr ,6 BHK,Pune,3742,Unfurnished
Rohan Harita,₹2.12 Cr ,4 BHK,Pune,1740,Unfurnished
Kumar Parth Towers,₹1.60 Cr ,3 BHK,Pune,1177,Unfurnished
Kolte Patil 24K Altura,₹2.66 Cr ,3 BHK,Pune,1371,Unfurnished
Mantra Mayfair River Residences,₹2.30 Cr ,4 BHK,Pune,1624,Unfurnished
,₹2.22 Cr ,4 BHK,Pune,1909,Unfurnished
Rising Kohinoor Business Tower,₹3 Cr ,,Pune,1498,
Avenue Promenade,₹4.55 Cr ,,Pune,2130,
Ranawat  Aura Aiwa,₹1.52 Cr ,4 BHK,Pune,1543,Unfurnished
Intofinity Kohinoor Satori Mahalunge,₹3.19 Cr ,4 BHK,Pune,2326,Unfurnished
Lodha Camelot,₹2.80 Cr ,4 BHK,Pune,1668,Unfurnished
Kolte Patil 24k Sereno,₹3.21 Cr ,3 BHK,Pune,1674,Unfurnished
Lodha Panache,₹1.62 Cr ,3 BHK,Pune,1088,Unfurnished
Dosti Greenscapes,₹1.65 Cr ,4 BHK,Pune,1395,Unfurnished
Sukhwani Minerva,₹2.40 Cr ,4 BHK,Pune,1474,Unfurnished
The Greenfront at Godrej Park World,₹1.63 Cr ,3 BHK,Pune,1198,Unfurnished
Kumar Parc Residences A2,₹2.19 Cr ,4 BHK,Pune,1674,Unfurnished
Kumar Surakasha,₹1.45 Cr ,3 BHK,,1450,Furnished
Terraza,₹3.95 Cr ,3 BHK,,1750,Furnished
Ganga Liviano,₹1.57 Cr ,2 BHK,,870,Furnished
Venkatesh Graffiti,₹85 Lac ,2 BHK,,785,Furnished
Vilas Prime Panache C Wing,₹1.80 Cr ,2 BHK,,946,Furnished
Bharati Vihar,₹98 Lac ,2 BHK,,1097,Furnished
Gayatree LandMark Phase 2,₹1.10 Cr ,2 BHK,,798,Furnished
Royal cataleya,₹56 Lac ,2 BHK,,680,Unfurnished
J S Chandrabhaga Residency,₹47.5 Lac ,1 BHK,,372,Furnished
Pristine Pacific 1,₹46 Lac ,1 BHK,,650,Unfurnished
Pristine Pacific 1,₹48 Lac ,1 BHK,,648,Unfurnished
Gada Anutham,₹1.60 Cr ,3 BHK,,1050,Furnished
Mark Nirvana,₹60 Lac ,2 BHK,,700,Furnished
Vasant Utsav,₹74 Lac ,2 BHK,,892,Furnished
,₹3.70 Cr ,3 BHK,,1350,Unfurnished
Xrbia Sneh Properties,₹15 Lac ,2 BHK,,450,Unfurnished
Shiv Sai Paradise,₹68 Lac ,2 BHK,,730,Furnished
,₹50 Lac ,1 BHK,,500,Unfurnished
,₹75 Lac ,2 BHK,,643,Furnished
Ganga Fernhill,₹38 Lac ,1 BHK,,625,Unfurnished
Nakshatra I Land,₹42 Lac ,1 BHK,,471,Unfurnished
Swami Samruddhi,₹50 Lac ,1 BHK,,427,Furnished
Gagan Emerald,₹85 Lac ,3 BHK,,1094,Unfurnished
Gagan Emerald,₹85 Lac ,3 BHK,,1094,Unfurnished
Gagan Horizon Akanksha,₹20 Lac ,1 BHK,,396,Unfurnished
Gagan Horizon Akanksha,₹25 Lac ,1 BHK,,414,Furnished
,₹36 Lac ,1 BHK,,441,Furnished
Gagan 33,₹3.75 Cr ,3 BHK,,3102,Unfurnished
Estado Presidential,₹2.10 Cr ,4 BHK,,2414,Unfurnished
Skyi Songbirds,₹90 Lac ,2 BHK,,1008,Furnished
,₹2.25 Cr ,4 BHK,Ahmedabad,387,Unfurnished
,₹1.02 Cr ,3 BHK,Ahmedabad,307,Unfurnished
,₹1.04 Cr ,3 BHK,Ahmedabad,968,Unfurnished
Shafalya Aurum Legacy,₹1.89 Cr ,4 BHK,Ahmedabad,1960,Unfurnished
Trogon Centre Court,₹2.77 Cr ,4 BHK,Ahmedabad,2345,Unfurnished
Prime Signor Heritage,₹7.9 Lac ,3 BHK,Ahmedabad,216,Unfurnished
SHELADIA TREETOP,₹5 Cr ,4 BHK,Ahmedabad,6262,Unfurnished
Shivalik Green View,₹1.57 Cr ,3 BHK,Ahmedabad,1284,Unfurnished
Sun Skyview,₹72.7 Lac ,3 BHK,Ahmedabad,931,Unfurnished
Safal Riviera Aspire,₹1.64 Cr ,3 BHK,Ahmedabad,1507,Unfurnished
Aristo Avira,₹1.49 Cr ,3 BHK,Ahmedabad,1057,Unfurnished
Shilp Sacred,₹3.16 Cr ,,Ahmedabad,2235,
Planet,₹73.1 Lac ,3 BHK,Ahmedabad,968,Unfurnished
D R Praharsh Serena,₹87 Lac ,3 BHK,Ahmedabad,1790,Unfurnished
Aristo Avira,₹1.47 Cr ,3 BHK,Ahmedabad,1055,Unfurnished
Goyal Riviera Prestige,₹3.22 Cr ,5 BHK,Ahmedabad,3705,Unfurnished
Vishwanath Maher Select,₹85 Lac ,3 BHK,Ahmedabad,952,Unfurnished
Turquoise Re45 ,₹2.26 Cr ,4 BHK,Ahmedabad,2200,Unfurnished
Adani Amaris,₹3.18 Cr ,4 BHK,Ahmedabad,2470,Unfurnished
Swati Premier,₹1.90 Cr ,4 BHK,Ahmedabad,1824,Unfurnished
Goyal Orchid Regal,₹2.09 Cr ,3 BHK,Ahmedabad,4287,Unfurnished
Adani Belrosa,₹6.10 Cr ,6 BHK,Ahmedabad,6911,Unfurnished
Aarav Elenza Infinium,₹1.75 Cr ,4 BHK,Ahmedabad,3900,Unfurnished
The Riseonic,₹1.25 Cr ,3 BHK,Ahmedabad,1095,Unfurnished
Saiyamm Apricus 2,₹2.60 Cr ,4 BHK,Ahmedabad,2200,Unfurnished
Aristo The Opus And Aatmantan,₹2.89 Cr ,4 BHK,Ahmedabad,4455,Unfurnished
Safal Niwa,₹1.50 Cr ,4 BHK,Ahmedabad,1452,Unfurnished
Sheladia Artefino,₹2.80 Cr ,4 BHK,Ahmedabad,2200,Unfurnished
Sharanya Altura,₹86.1 Lac ,3 BHK,Ahmedabad,968,Unfurnished
Times Trinity,₹5.75 Cr ,5 BHK,Ahmedabad,4221,Unfurnished
kanjur Vinayak Apartment,₹1.45 Cr ,2 BHK,,580,Furnished
,₹1.10 Cr ,1 BHK,,455,Furnished
Tista Arpit,₹85 Lac ,1 BHK,,354,Unfurnished
Rachna Garden,₹2.25 Cr ,3 BHK,,870,Furnished
,₹2.10 Cr ,2 BHK,,657,Unfurnished
JP North Aviva,₹62 Lac ,1 BHK,,360,Furnished
Madhuban Township,₹70 Lac ,2 BHK,,785,Furnished
Thakur Prasad Apartment,₹82 Lac ,1 BHK,,360,Unfurnished
,₹3.25 Cr ,2 BHK,,750,Unfurnished
,₹98 Lac ,,,290,Furnished
,₹1 Cr ,1 BHK,,400,Furnished
Heera Panna,₹87 Lac ,2 BHK,,700,Furnished
,₹2.30 Cr ,1 BHK,,550,Furnished
Satnam Leela,₹2.40 Cr ,2 BHK,,650,Furnished
Star Sky Sayba Heights,₹85 Lac ,1 BHK,,400,Furnished
,₹55 Lac ,2 BHK,,600,Furnished
,₹75 Lac ,1 BHK,,35,Furnished
,₹23.5 Lac ,1 BHK,Mumbai,380,Unfurnished
Bhoomi Gokul,₹2.30 Cr ,2 BHK,,785,Furnished
Prathampad Apartments,₹1.90 Cr ,2 BHK,,720,Unfurnished
,₹1.75 Cr ,2 BHK,,721,Furnished
,₹75 Lac ,1 BHK,,225,Furnished
,₹32 Lac ,2 BHK,,700,Unfurnished
Gokuldham,₹1.80 Cr ,1 BHK,,450,Furnished
St Anthony Apartment,₹3.60 Cr ,2 BHK,,720,Furnished
Classic View CHS,₹1.75 Cr ,2 BHK,,630,Furnished
Rivali Park,₹4.30 Cr ,3 BHK,,1296,Furnished
Evershine Millenium Paradise,₹1.80 Cr ,2 BHK,,583,Unfurnished
Evershine Millenium Paradise,₹2.90 Cr ,2 BHK,,756,Furnished
Evershine Green,₹3.30 Cr ,3 BHK,,972,Furnished
,₹4.19 Cr ,4 BHK,Mumbai,1860,Unfurnished
,₹2.24 Cr ,,Mumbai,934,
,₹1.65 Cr ,2 BHK,Mumbai,744,Furnished
,₹1.50 Cr ,2 BHK,Mumbai,735,Unfurnished
Escaso Platinum Sicily,₹2.47 Cr ,2 BHK,Mumbai,841,Unfurnished
Kamdhenu Crown,₹4.91 Cr ,3 BHK,Mumbai,1483,Unfurnished
Emperia Hill Crest,₹62.7 Lac ,2 BHK,Mumbai,564,Unfurnished
Kamdhenu Pinnacle,₹2.39 Cr ,3 BHK,Mumbai,881,Unfurnished
Surana Harmony,₹39 Lac ,1 BHK,Mumbai,437,Unfurnished
Godrej Varanya Phase 2,₹3.78 Cr ,3 BHK,Mumbai,1121,Unfurnished
Embassy Park Panvel,₹1.05 Cr ,2 BHK,Mumbai,699,Unfurnished
Tricity Aura,₹70.1 Lac ,2 BHK,Mumbai,600,Unfurnished
Ravriya Neelkanth Darshan,₹1.49 Cr ,2 BHK,Mumbai,990,Unfurnished
Shri Ashtavinayak Vinayak Vista,₹67.8 Lac ,2 BHK,Mumbai,1037,Unfurnished
Techno Shreeji Destiny,₹1.30 Cr ,,Mumbai,840,
,₹47.9 Lac ,1 BHK,Mumbai,328,Unfurnished
Dream Ikon,₹1.09 Cr ,,Mumbai,675,
The Arena at Hiranandani Fortune city,₹3.05 Cr ,4 BHK,Mumbai,1896,Unfurnished
Goodwill Wisteria,₹7.21 Cr ,6 BHK,Mumbai,2338,Unfurnished
Paradise Sai World Empire,₹1.94 Cr ,2 BHK,Mumbai,877,Unfurnished
Moreshwar 19 East,₹2.23 Cr ,2 BHK,Mumbai,700,Unfurnished
Embassy Park Panvel,₹1.05 Cr ,2 BHK,Mumbai,699,Unfurnished
Balaji Delta Palm Beach,₹3.79 Cr ,3 BHK,Mumbai,1499,Unfurnished
Satyam Next Level Kharghar Central,₹1.79 Cr ,3 BHK,Mumbai,856,Unfurnished
Superb Maximus City,₹74.1 Lac ,2 BHK,Mumbai,706,Unfurnished
Vishwa Plan M Business Park,₹2.60 Cr ,,Mumbai,810,
Raheja Solaris III,₹4.42 Cr ,4 BHK,Mumbai,1650,Unfurnished
Arihant Adarsh Phase I,₹53.8 Lac ,2 BHK,Mumbai,578,Unfurnished
Cyber Square 1,₹5.40 Cr ,,Mumbai,2879,
Delta Luxuria,₹2.80 Cr ,3 BHK,Mumbai,1169,Unfurnished
M3M Skycity,₹3.75 Cr ,3 BHK,Gurgaon,1429,Furnished
,₹4 Cr ,4 BHK,Gurgaon,2100,Furnished
,₹3.45 Cr ,4 BHK,Gurgaon,1950,Furnished
,₹1.25 Cr ,2 BHK,Delhi,756,Furnished
All Punjabi Welfare Association,₹2.95 Cr ,3 BHK,Gurgaon,1650,Furnished
ATS One Hamlet,₹6.50 Cr ,4 BHK,Noida,2500,Furnished
DDA Flats Munirka,₹2.10 Cr ,3 BHK,Delhi,1450,Furnished
,₹80 Lac ,3 BHK,Delhi,1200,Furnished
,₹1.15 Cr ,2 BHK,Delhi,80,Furnished
Chanakya Apartments,₹2.95 Cr ,3 BHK,Delhi,1700,Unfurnished
,₹2.68 Cr ,,Gurgaon,540,
,₹16 Cr ,,Noida,4844,
Unitech South City II,₹3.75 Cr ,4 BHK,Gurgaon,2600,Furnished
Emaar Emerald Hills,₹2.51 Cr ,3 BHK,Gurgaon,2210,Unfurnished
SKA Orion,₹2.47 Cr ,3 BHK,Noida,1900,Unfurnished
CRC The Flagship,₹10.93 Cr ,,Noida,3500,
,₹3.25 Cr ,3 BHK,Delhi,1350,Unfurnished
Chintels Serenity,₹4.68 Cr ,4 BHK,Gurgaon,1551,Unfurnished
,₹11.50 Cr ,4 BHK,Gurgaon,5000,Furnished
New Modern Appartment,₹2.10 Cr ,3 BHK,Delhi,1300,Furnished
,₹2.59 Cr ,2 BHK,Gurgaon,750,Furnished
Adani Samsara Avasa,₹4 Cr ,4 BHK,Gurgaon,1361,Furnished
,₹2.09 Cr ,3 BHK,Delhi,996,Unfurnished
Luxury Builder Floors,₹6 Cr ,4 BHK,Gurgaon,3200,Furnished
Cyber City,₹32.5 Lac ,,Noida,525,Furnished
,₹70 Lac ,2 BHK,,850,Furnished
Tulip Violet,₹2.35 Cr ,3 BHK,Gurgaon,1578,Furnished
,₹6.02 Cr ,3 BHK,Gurgaon,2300,Furnished
Indiabulls Enigma,₹8 Cr ,5 BHK,Gurgaon,7430,Unfurnished
Logix Blossom County 2,₹1.40 Cr ,3 BHK,Noida,980,Furnished
TARC Tripundra,₹9.85 Cr ,4 BHK,Delhi,3200,Unfurnished
TARC Tripundra,₹9.85 Cr ,4 BHK,Delhi,3200,Unfurnished
Omaxe Chowk,₹2.44 Cr ,,Delhi,244,
DLF One Midtown,₹6 Cr ,3 BHK,Delhi,2282,Unfurnished
Unity The Amaryllis Phase 2,₹14.30 Cr ,5 BHK,Delhi,5236,Unfurnished
The Omaxe State,₹75 Cr ,,Delhi,10,
The Omaxe State,₹75 Cr ,,Delhi,10,
Omaxe Chowk,₹2.44 Cr ,,Delhi,244,
Omaxe Chowk,₹1.31 Cr ,,Delhi,131,
The Omaxe State,₹75 Cr ,,Delhi,10,
The Omaxe State,₹120 Cr ,,Delhi,8000,
Unity The Amaryllis Phase 2,₹14.30 Cr ,5 BHK,Delhi,5236,Unfurnished
Garur Golf Island,₹7.61 Cr ,4 BHK,Delhi,3260,Unfurnished
The Omaxe State,₹75 Cr ,,Delhi,10,
The Omaxe State,₹75 Cr ,,Delhi,10,
TARC Kailasa,₹11.01 Cr ,4 BHK,Delhi,3315,Unfurnished
TARC Tripundra,₹9.85 Cr ,4 BHK,Delhi,3200,Unfurnished
The Omaxe State,₹75 Cr ,,Delhi,10,
Dimple Pearl,₹6 Cr ,,Delhi,2835,
Metro Premium Builder Floor,₹6.25 Cr ,3 BHK,Delhi,1550,Furnished
Dakshinayan Apartment,₹2.48 Cr ,3 BHK,Delhi,1700,Unfurnished
DDA Flats Munirka,₹2.10 Cr ,3 BHK,Delhi,1450,Furnished
,₹17.35 Cr ,4 BHK,Delhi,800,Furnished
,₹4.50 Cr ,4 BHK,Delhi,270,Furnished
Vasant Vihar Builder Floor,₹13.50 Cr ,4 BHK,Delhi,400,Unfurnished
,₹7.50 Cr ,4 BHK,Delhi,337,Furnished
Dakshinayan Apartment,₹2.60 Cr ,3 BHK,Delhi,1500,Furnished
,₹3.25 Cr ,3 BHK,Delhi,1350,Furnished
Dakshinayan Apartment,₹2.48 Cr ,3 BHK,Delhi,1530,Furnished
,₹6.85 Cr ,3 BHK,Delhi,1600,Furnished
Unity the Amaryllis,₹12.39 Cr ,5 BHK,Delhi,3173,Unfurnished
Omaxe Chowk,₹2.44 Cr ,,Delhi,244,
Unity The Amaryllis Phase 2,₹14.30 Cr ,5 BHK,Delhi,5236,Unfurnished
Omaxe Chowk,₹2.44 Cr ,,Delhi,244,
Omaxe Chowk,₹1.31 Cr ,,Delhi,131,
Unity The Amaryllis Phase 2,₹14.30 Cr ,5 BHK,Delhi,5236,Unfurnished
Dimple Pearl,₹6 Cr ,,Delhi,2835,
,₹7.15 Cr ,4 BHK,Delhi,2618,Unfurnished
Unity The Amaryllis Phase 2,₹8.45 Cr ,3 BHK,Delhi,2701,Unfurnished
,₹12 Cr ,,Delhi,2450,
,₹27.75 Cr ,3 BHK,Delhi,3375,Furnished
,₹26 Cr ,4 BHK,Delhi,2531,Furnished
,₹130 Cr ,10 BHK,Delhi,3075,Furnished
Godrej Connaught One,₹19.80 Cr ,3 BHK,Delhi,2201,Furnished
,₹6.30 Cr ,3 BHK,Delhi,1800,Furnished
Unity the Amaryllis,₹4.30 Cr ,3 BHK,Delhi,1900,Furnished
,₹13.70 Cr ,4 BHK,Delhi,2250,Furnished
,₹105 Cr ,7 BHK,Delhi,440,Furnished
Godrej Connaught One,₹20.90 Cr ,3 BHK,Delhi,2201,Unfurnished
,₹1.95 Cr ,2 BHK,Delhi,850,Unfurnished
,₹23.50 Cr ,3 BHK,Delhi,2000,Unfurnished
,₹6 Cr ,3 BHK,Delhi,200,Furnished
Unity The Amaryllis Phase 2,₹10.19 Cr ,4 BHK,Delhi,2213,Unfurnished
,₹52 Lac ,,Delhi,270,
,₹85 Lac ,,Delhi,500,
,₹6.25 Cr ,3 BHK,Delhi,200,Furnished
DDA MIG Flats Prasad Nagar Phase 2,₹1.90 Cr ,3 BHK,Delhi,1500,Furnished
,₹2.10 Cr ,3 BHK,Delhi,900,Furnished
,₹6.50 Cr ,2 BHK,Delhi,1400,Unfurnished
,₹2 Cr ,,Delhi,580,
,₹11.59 Cr ,4 BHK,Mumbai,2251,Unfurnished
,₹4.33 Cr ,2 BHK,Mumbai,750,Unfurnished
,₹3.16 Cr ,2 BHK,Mumbai,753,Unfurnished
,₹14.84 Cr ,5 BHK,Mumbai,2749,Unfurnished
Dosti Eastern Bay,₹1.88 Cr ,1 BHK,Mumbai,470,Unfurnished
Godrej Avenue Eleven,₹30 Cr ,4 BHK,Mumbai,2459,Unfurnished
Piramal Mahalaxmi,₹8.30 Cr ,3 BHK,Mumbai,1147,Unfurnished
Lodha Aureus,₹11.90 Cr ,4 BHK,Mumbai,2250,Unfurnished
Darshan Promesa Fremont,₹4.40 Cr ,3 BHK,Mumbai,1044,Unfurnished
Ruparel Vivanza,₹4.21 Cr ,3 BHK,Mumbai,1058,Unfurnished
7 Mahalaxmi,₹6.77 Cr ,3 BHK,Mumbai,1266,Unfurnished
Ajmera Manhattan,₹4.10 Cr ,3 BHK,Mumbai,1023,Unfurnished
Raymond The Address By GS,₹4.20 Cr ,3 BHK,Mumbai,1313,Unfurnished
Ajmera Manhattan,₹7.15 Cr ,4 BHK,Mumbai,1782,Unfurnished
Lodha Park,₹20.76 Cr ,5 BHK,Mumbai,2532,Unfurnished
Lodha Park,₹6.99 Cr ,3 BHK,Mumbai,1136,Unfurnished
Piramal Mahalaxmi,₹5.72 Cr ,2 BHK,Mumbai,790,Unfurnished
Sobha Inizio,₹6.58 Cr ,3 BHK,Mumbai,1225,Unfurnished
Lodha Park,₹7.79 Cr ,3 BHK,Mumbai,1266,Unfurnished
Siddha Sky,₹1.71 Cr ,2 BHK,Mumbai,606,Unfurnished
Equinox Embassy Citadel,₹13.06 Cr ,3 BHK,Mumbai,1840,Unfurnished
Marathon Monte South,₹4 Cr ,2 BHK,Mumbai,854,Unfurnished
Godrej Trilogy Seafront,₹16.61 Cr ,3 BHK,Mumbai,1661,Unfurnished
Ruparel Vivanza,₹3.36 Cr ,3 BHK,Mumbai,1058,Unfurnished
Sobha Inizio,₹6.58 Cr ,3 BHK,Mumbai,1225,Unfurnished
Prestige Jasdan Classic,₹14.38 Cr ,4 BHK,Mumbai,2302,Unfurnished
Raheja Modern Vivarea,₹20.12 Cr ,5 BHK,Mumbai,2809,Unfurnished
Raheja Modern Vivarea,₹20.12 Cr ,5 BHK,Mumbai,2809,Unfurnished
Raheja Imperia I,₹9.25 Cr ,3 BHK,Mumbai,1407,Unfurnished
Piramal Mahalaxmi,₹10.50 Cr ,3 BHK,Mumbai,1450,Unfurnished
The Wadhwa Artek Park,₹12.28 Cr ,4 BHK,Mumbai,1890,Unfurnished
The Wadhwa Artek Park,₹13.51 Cr ,4 BHK,Mumbai,2055,Unfurnished
The Wadhwa Artek Park,₹14.50 Cr ,4 BHK,Mumbai,2205,Unfurnished
The Wadhwa Artek Park,₹9.63 Cr ,3 BHK,Mumbai,1464,Unfurnished
The Wadhwa Artek Park,₹23.59 Cr ,5 BHK,Mumbai,3630,Unfurnished
The Wadhwa Artek Park,₹9.05 Cr ,3 BHK,Mumbai,1393,Unfurnished
The Wadhwa Artek Park,₹12.28 Cr ,4 BHK,Mumbai,1890,Unfurnished
The Wadhwa Artek Park,₹13.51 Cr ,4 BHK,Mumbai,2055,Unfurnished
The Wadhwa Artek Park,₹9.63 Cr ,3 BHK,Mumbai,1464,Unfurnished
The Wadhwa Artek Park,₹14.50 Cr ,4 BHK,Mumbai,2205,Unfurnished
The Wadhwa Artek Park,₹23.59 Cr ,5 BHK,Mumbai,3630,Unfurnished
The Wadhwa Artek Park,₹9.05 Cr ,3 BHK,Mumbai,1393,Unfurnished
The Wadhwa Artek Park,₹12.28 Cr ,4 BHK,Mumbai,1890,Unfurnished
The Wadhwa Artek Park,₹13.51 Cr ,4 BHK,Mumbai,2055,Unfurnished
The Wadhwa Artek Park,₹14.50 Cr ,4 BHK,Mumbai,2205,Unfurnished
The Wadhwa Artek Park,₹23.59 Cr ,5 BHK,Mumbai,3630,Unfurnished
The Wadhwa Artek Park,₹9.63 Cr ,3 BHK,Mumbai,1464,Unfurnished
The Wadhwa Artek Park,₹9.05 Cr ,3 BHK,Mumbai,1393,Unfurnished
The Wadhwa Artek Park,₹12.28 Cr ,4 BHK,Mumbai,1890,Unfurnished
The Wadhwa Artek Park,₹13.51 Cr ,4 BHK,Mumbai,2055,Unfurnished
The Wadhwa Artek Park,₹14.50 Cr ,4 BHK,Mumbai,2205,Unfurnished
The Wadhwa Artek Park,₹9.63 Cr ,3 BHK,Mumbai,1464,Unfurnished
The Wadhwa Artek Park,₹23.59 Cr ,5 BHK,Mumbai,3630,Unfurnished
The Wadhwa Artek Park,₹9.05 Cr ,3 BHK,Mumbai,1393,Unfurnished
Rustomjee Stella,₹2.77 Cr ,2 BHK,Mumbai,695,Unfurnished
Rustomjee Stella,₹2.76 Cr ,2 BHK,Mumbai,693,Unfurnished
Rustomjee Stella,₹3.70 Cr ,3 BHK,Mumbai,928,Unfurnished
Rustomjee Stella,₹3.75 Cr ,3 BHK,Mumbai,942,Unfurnished
Rustomjee Stella,₹2.70 Cr ,2 BHK,Mumbai,679,Unfurnished
,₹2.67 Cr ,2 BHK,Mumbai,695,Unfurnished
,₹2.96 Cr ,3 BHK,Mumbai,1009,Unfurnished
,₹7.23 Cr ,3 BHK,Mumbai,1345,Unfurnished
,₹9.94 Cr ,4 BHK,Mumbai,1808,Unfurnished
,₹4.88 Cr ,4 BHK,Mumbai,1378,Unfurnished
,₹8.13 Cr ,3 BHK,Mumbai,1626,Unfurnished
,₹3.60 Cr ,3 BHK,Mumbai,1194,Unfurnished
,₹2.28 Cr ,,Mumbai,634,
,₹11.90 Cr ,4 BHK,Mumbai,1831,Unfurnished
,₹2.49 Cr ,2 BHK,Mumbai,761,Unfurnished
,₹7.63 Cr ,3 BHK,Mumbai,1175,Unfurnished
,₹2.64 Cr ,3 BHK,Mumbai,850,Unfurnished
,₹9.03 Cr ,5 BHK,Mumbai,2589,Unfurnished
,₹2.37 Cr ,2 BHK,Mumbai,683,Unfurnished
Disha Elysium,₹4.63 Cr ,3 BHK,Mumbai,1070,Unfurnished
Kumar Vibe Mangrove,₹3.76 Cr ,3 BHK,Mumbai,1090,Unfurnished
Regent Priyadarshani,₹4.90 Cr ,3 BHK,Mumbai,1253,Unfurnished
Raymond Invictus by GS,₹7.27 Cr ,3 BHK,Mumbai,1353,Unfurnished
Sunbeam Heights,₹4.51 Cr ,5 BHK,Mumbai,1295,Unfurnished
Godrej Sky Shore,₹11.82 Cr ,4 BHK,Mumbai,2155,Unfurnished
Puravankara Purva Estrella,₹3.37 Cr ,2 BHK,Mumbai,784,Unfurnished
Bharat Auravistas,₹9.14 Cr ,7 BHK,Mumbai,2294,Unfurnished
Sahakar Excel Acropolis,₹2.19 Cr ,2 BHK,Mumbai,617,Unfurnished
Adani Ten BKC ,₹8.13 Cr ,3 BHK,Mumbai,1626,Unfurnished
Rishabraj Avyaana,₹4.56 Cr ,3 BHK,Mumbai,1340,Unfurnished
Bhairav Ocean Breeze,₹1.37 Cr ,2 BHK,Mumbai,610,Unfurnished
Hill View Crest Oaks,₹3.03 Cr ,3 BHK,Mumbai,1145,Unfurnished
Kolte Patil Vivere,₹4.27 Cr ,3 BHK,Mumbai,1070,Unfurnished
Sushanku Avenue 37,₹2.44 Cr ,3 BHK,Mumbai,827,Unfurnished
Godrej Reserve,₹6.15 Cr ,4 BHK,Mumbai,2016,Unfurnished
Puravankara Purva Estrella,₹7.20 Cr ,4 BHK,Mumbai,1600,Unfurnished
Shubh Nirvana,₹2.16 Cr ,3 BHK,Pune,1332,Unfurnished
Pristine KYRA,₹6.02 Cr ,5 BHK,Pune,2636,Unfurnished
OXY BENICIO PHASE 1,₹2.44 Cr ,3 BHK,Pune,1129,Unfurnished
Pristine KYRA,₹3.98 Cr ,3 BHK,Pune,1882,Unfurnished
Shubh Nirvana,₹2.17 Cr ,3 BHK,Pune,1332,Unfurnished
Shubh Nirvana,₹2.17 Cr ,3 BHK,Pune,1332,Unfurnished
Pleasant Avenue Apartment,₹75 Lac ,1 BHK,Pune,485,Unfurnished
Nyati Empress,₹3.25 Cr ,,Pune,645,
Shubh Nirvana,₹2.30 Cr ,3 BHK,Pune,1129,Furnished
,₹1 Cr ,,Pune,500,
DNK Square ,₹1.50 Cr ,,Pune,600,
,₹5 Cr ,,Pune,3100,
,₹3.25 Cr ,3 BHK,Pune,1690,Unfurnished
Zircon,₹1.99 Cr ,3 BHK,Pune,1115,Unfurnished
OXY BENICIO PHASE 1,₹1.34 Cr ,2 BHK,Pune,620,Unfurnished
Shubh Nirvana,₹2.50 Cr ,,Pune,450,
,₹5.25 Cr ,4 BHK,Pune,3400,Furnished
Lunkad Sky Vie,₹4.50 Cr ,3 BHK,Pune,2352,Furnished
Shubh Nirvana,₹2.49 Cr ,,Pune,517,
Pristine KYRA,₹2.82 Cr ,3 BHK,Pune,1560,Furnished
Shubh Gateway,₹92.1 Lac ,2 BHK,Pune,700,Furnished
Pristine KYRA,₹3.01 Cr ,3 BHK,Pune,1546,Unfurnished
Rohan Mithila,₹2.30 Cr ,3 BHK,Pune,1200,Furnished
OXY BENICIO PHASE 1,₹2.14 Cr ,3 BHK,Pune,1129,Unfurnished
Shubh Nirvana,₹2.40 Cr ,3 BHK,Pune,1300,Furnished
Pristine KYRA,₹3.98 Cr ,3 BHK,Pune,1882,Furnished
Pristine KYRA,₹3.98 Cr ,3 BHK,Pune,1882,Unfurnished
Marvel Sonnet ,₹5.25 Cr ,4 BHK,Pune,4800,Furnished
Solitaire Business Hub,₹2.30 Cr ,,Pune,1335,
Sky Belvedere,₹8.50 Cr ,4 BHK,Pune,4505,Furnished
,₹1.63 Cr ,3 BHK,Pune,1198,Unfurnished
,₹81.2 Lac ,2 BHK,Pune,725,Unfurnished
Suratwala Mark Plazzo,₹1.05 Cr ,,Pune,434,
Godrej Evergreen Square,₹1.37 Cr ,3 BHK,Pune,1074,Unfurnished
The Greenfront at Godrej Park World,₹1.63 Cr ,3 BHK,Pune,1198,Unfurnished
Lodha Panache,₹1.62 Cr ,3 BHK,Pune,1088,Unfurnished
The Greenfront at Godrej Park World,₹1.63 Cr ,3 BHK,Pune,1198,Unfurnished
